date,BYND_unscaled,BYND_monthly,isPartial,scale,BYND
2018-01-23,0,0.0,,0.0,0.0
2018-01-24,100,0.0,,0.0,0.0
2018-01-25,50,0.0,,0.0,0.0
2018-01-26,0,0.0,,0.0,0.0
2018-01-27,0,0.0,,0.0,0.0
2018-01-28,0,0.0,,0.0,0.0
2018-01-29,0,0.0,,0.0,0.0
2018-01-30,49,0.0,,0.0,0.0
2018-01-31,0,0.0,,0.0,0.0
2018-02-01,0,0.0,False,0.0,0.0
2018-02-02,100,0.0,,0.0,0.0
2018-02-03,0,0.0,,0.0,0.0
2018-02-04,0,0.0,,0.0,0.0
2018-02-05,0,0.0,,0.0,0.0
2018-02-06,0,0.0,,0.0,0.0
2018-02-07,0,0.0,,0.0,0.0
2018-02-08,0,0.0,,0.0,0.0
2018-02-09,99,0.0,,0.0,0.0
2018-02-10,0,0.0,,0.0,0.0
2018-02-11,0,0.0,,0.0,0.0
2018-02-12,0,0.0,,0.0,0.0
2018-02-13,0,0.0,,0.0,0.0
2018-02-14,0,0.0,,0.0,0.0
2018-02-15,99,0.0,,0.0,0.0
2018-02-16,0,0.0,,0.0,0.0
2018-02-17,0,0.0,,0.0,0.0
2018-02-18,0,0.0,,0.0,0.0
2018-02-19,0,0.0,,0.0,0.0
2018-02-20,96,0.0,,0.0,0.0
2018-02-21,0,0.0,,0.0,0.0
2018-02-22,0,0.0,,0.0,0.0
2018-02-23,0,0.0,,0.0,0.0
2018-02-24,0,0.0,,0.0,0.0
2018-02-25,0,0.0,,0.0,0.0
2018-02-26,0,0.0,,0.0,0.0
2018-02-27,0,0.0,,0.0,0.0
2018-02-28,0,0.0,,0.0,0.0
2018-03-01,0,0.0,False,0.0,0.0
2018-03-02,0,0.0,,0.0,0.0
2018-03-03,0,0.0,,0.0,0.0
2018-03-04,0,0.0,,0.0,0.0
2018-03-05,0,0.0,,0.0,0.0
2018-03-06,48,0.0,,0.0,0.0
2018-03-07,0,0.0,,0.0,0.0
2018-03-08,0,0.0,,0.0,0.0
2018-03-09,0,0.0,,0.0,0.0
2018-03-10,0,0.0,,0.0,0.0
2018-03-11,0,0.0,,0.0,0.0
2018-03-12,0,0.0,,0.0,0.0
2018-03-13,0,0.0,,0.0,0.0
2018-03-14,0,0.0,,0.0,0.0
2018-03-15,49,0.0,,0.0,0.0
2018-03-16,0,0.0,,0.0,0.0
2018-03-17,0,0.0,,0.0,0.0
2018-03-18,0,0.0,,0.0,0.0
2018-03-19,0,0.0,,0.0,0.0
2018-03-20,0,0.0,,0.0,0.0
2018-03-21,0,0.0,,0.0,0.0
2018-03-22,0,0.0,,0.0,0.0
2018-03-23,51,0.0,,0.0,0.0
2018-03-24,0,0.0,,0.0,0.0
2018-03-25,0,0.0,,0.0,0.0
2018-03-26,0,0.0,,0.0,0.0
2018-03-27,99,0.0,,0.0,0.0
2018-03-28,100,0.0,,0.0,0.0
2018-03-29,0,0.0,,0.0,0.0
2018-03-30,54,0.0,,0.0,0.0
2018-03-31,0,0.0,,0.0,0.0
2018-04-01,0,0.0,False,0.0,0.0
2018-04-02,100,0.0,,0.0,0.0
2018-04-03,0,0.0,,0.0,0.0
2018-04-04,0,0.0,,0.0,0.0
2018-04-05,100,0.0,,0.0,0.0
2018-04-06,0,0.0,,0.0,0.0
2018-04-07,0,0.0,,0.0,0.0
2018-04-08,0,0.0,,0.0,0.0
2018-04-09,97,0.0,,0.0,0.0
2018-04-10,0,0.0,,0.0,0.0
2018-04-11,0,0.0,,0.0,0.0
2018-04-12,0,0.0,,0.0,0.0
2018-04-13,0,0.0,,0.0,0.0
2018-04-14,0,0.0,,0.0,0.0
2018-04-15,0,0.0,,0.0,0.0
2018-04-16,0,0.0,,0.0,0.0
2018-04-17,0,0.0,,0.0,0.0
2018-04-18,0,0.0,,0.0,0.0
2018-04-19,0,0.0,,0.0,0.0
2018-04-20,0,0.0,,0.0,0.0
2018-04-21,0,0.0,,0.0,0.0
2018-04-22,0,0.0,,0.0,0.0
2018-04-23,0,0.0,,0.0,0.0
2018-04-24,0,0.0,,0.0,0.0
2018-04-25,0,0.0,,0.0,0.0
2018-04-26,0,0.0,,0.0,0.0
2018-04-27,0,0.0,,0.0,0.0
2018-04-28,0,0.0,,0.0,0.0
2018-04-29,0,0.0,,0.0,0.0
2018-04-30,0,0.0,,0.0,0.0
2018-05-01,78,0.0,False,0.0,0.0
2018-05-02,0,0.0,,0.0,0.0
2018-05-03,0,0.0,,0.0,0.0
2018-05-04,0,0.0,,0.0,0.0
2018-05-05,0,0.0,,0.0,0.0
2018-05-06,0,0.0,,0.0,0.0
2018-05-07,0,0.0,,0.0,0.0
2018-05-08,0,0.0,,0.0,0.0
2018-05-09,0,0.0,,0.0,0.0
2018-05-10,0,0.0,,0.0,0.0
2018-05-11,82,0.0,,0.0,0.0
2018-05-12,0,0.0,,0.0,0.0
2018-05-13,0,0.0,,0.0,0.0
2018-05-14,0,0.0,,0.0,0.0
2018-05-15,0,0.0,,0.0,0.0
2018-05-16,78,0.0,,0.0,0.0
2018-05-17,0,0.0,,0.0,0.0
2018-05-18,0,0.0,,0.0,0.0
2018-05-19,0,0.0,,0.0,0.0
2018-05-20,0,0.0,,0.0,0.0
2018-05-21,0,0.0,,0.0,0.0
2018-05-22,0,0.0,,0.0,0.0
2018-05-23,0,0.0,,0.0,0.0
2018-05-24,0,0.0,,0.0,0.0
2018-05-25,0,0.0,,0.0,0.0
2018-05-26,100,0.0,,0.0,0.0
2018-05-27,0,0.0,,0.0,0.0
2018-05-28,0,0.0,,0.0,0.0
2018-05-29,0,0.0,,0.0,0.0
2018-05-30,0,0.0,,0.0,0.0
2018-05-31,82,0.0,,0.0,0.0
2018-06-01,0,0.0,False,0.0,0.0
2018-06-02,0,0.0,,0.0,0.0
2018-06-03,0,0.0,,0.0,0.0
2018-06-04,0,0.0,,0.0,0.0
2018-06-05,0,0.0,,0.0,0.0
2018-06-06,0,0.0,,0.0,0.0
2018-06-07,0,0.0,,0.0,0.0
2018-06-08,0,0.0,,0.0,0.0
2018-06-09,0,0.0,,0.0,0.0
2018-06-10,0,0.0,,0.0,0.0
2018-06-11,0,0.0,,0.0,0.0
2018-06-12,0,0.0,,0.0,0.0
2018-06-13,0,0.0,,0.0,0.0
2018-06-14,0,0.0,,0.0,0.0
2018-06-15,0,0.0,,0.0,0.0
2018-06-16,0,0.0,,0.0,0.0
2018-06-17,0,0.0,,0.0,0.0
2018-06-18,0,0.0,,0.0,0.0
2018-06-19,0,0.0,,0.0,0.0
2018-06-20,0,0.0,,0.0,0.0
2018-06-21,0,0.0,,0.0,0.0
2018-06-22,0,0.0,,0.0,0.0
2018-06-23,0,0.0,,0.0,0.0
2018-06-24,0,0.0,,0.0,0.0
2018-06-25,0,0.0,,0.0,0.0
2018-06-26,100,0.0,,0.0,0.0
2018-06-27,98,0.0,,0.0,0.0
2018-06-28,0,0.0,,0.0,0.0
2018-06-29,0,0.0,,0.0,0.0
2018-06-30,0,0.0,,0.0,0.0
2018-07-01,0,0.0,False,0.0,0.0
2018-07-02,0,0.0,,0.0,0.0
2018-07-03,0,0.0,,0.0,0.0
2018-07-04,0,0.0,,0.0,0.0
2018-07-05,0,0.0,,0.0,0.0
2018-07-06,0,0.0,,0.0,0.0
2018-07-07,0,0.0,,0.0,0.0
2018-07-08,0,0.0,,0.0,0.0
2018-07-09,0,0.0,,0.0,0.0
2018-07-10,0,0.0,,0.0,0.0
2018-07-11,0,0.0,,0.0,0.0
2018-07-12,0,0.0,,0.0,0.0
2018-07-13,0,0.0,,0.0,0.0
2018-07-14,0,0.0,,0.0,0.0
2018-07-15,55,0.0,,0.0,0.0
2018-07-16,0,0.0,,0.0,0.0
2018-07-17,0,0.0,,0.0,0.0
2018-07-18,0,0.0,,0.0,0.0
2018-07-19,0,0.0,,0.0,0.0
2018-07-20,100,0.0,,0.0,0.0
2018-07-21,0,0.0,,0.0,0.0
2018-07-22,0,0.0,,0.0,0.0
2018-07-23,0,0.0,,0.0,0.0
2018-07-24,0,0.0,,0.0,0.0
2018-07-25,47,0.0,,0.0,0.0
2018-07-26,0,0.0,,0.0,0.0
2018-07-27,0,0.0,,0.0,0.0
2018-07-28,0,0.0,,0.0,0.0
2018-07-29,0,0.0,,0.0,0.0
2018-07-30,0,0.0,,0.0,0.0
2018-07-31,0,0.0,,0.0,0.0
2018-08-01,0,0.0,False,0.0,0.0
2018-08-02,0,0.0,,0.0,0.0
2018-08-03,0,0.0,,0.0,0.0
2018-08-04,0,0.0,,0.0,0.0
2018-08-05,0,0.0,,0.0,0.0
2018-08-06,0,0.0,,0.0,0.0
2018-08-07,0,0.0,,0.0,0.0
2018-08-08,0,0.0,,0.0,0.0
2018-08-09,0,0.0,,0.0,0.0
2018-08-10,0,0.0,,0.0,0.0
2018-08-11,0,0.0,,0.0,0.0
2018-08-12,0,0.0,,0.0,0.0
2018-08-13,0,0.0,,0.0,0.0
2018-08-14,0,0.0,,0.0,0.0
2018-08-15,99,0.0,,0.0,0.0
2018-08-16,100,0.0,,0.0,0.0
2018-08-17,0,0.0,,0.0,0.0
2018-08-18,0,0.0,,0.0,0.0
2018-08-19,0,0.0,,0.0,0.0
2018-08-20,0,0.0,,0.0,0.0
2018-08-21,0,0.0,,0.0,0.0
2018-08-22,0,0.0,,0.0,0.0
2018-08-23,0,0.0,,0.0,0.0
2018-08-24,100,0.0,,0.0,0.0
2018-08-25,0,0.0,,0.0,0.0
2018-08-26,0,0.0,,0.0,0.0
2018-08-27,0,0.0,,0.0,0.0
2018-08-28,0,0.0,,0.0,0.0
2018-08-29,0,0.0,,0.0,0.0
2018-08-30,97,0.0,,0.0,0.0
2018-08-31,0,0.0,,0.0,0.0
2018-09-01,0,0.0,False,0.0,0.0
2018-09-02,0,0.0,,0.0,0.0
2018-09-03,0,0.0,,0.0,0.0
2018-09-04,0,0.0,,0.0,0.0
2018-09-05,0,0.0,,0.0,0.0
2018-09-06,97,0.0,,0.0,0.0
2018-09-07,0,0.0,,0.0,0.0
2018-09-08,0,0.0,,0.0,0.0
2018-09-09,0,0.0,,0.0,0.0
2018-09-10,0,0.0,,0.0,0.0
2018-09-11,0,0.0,,0.0,0.0
2018-09-12,0,0.0,,0.0,0.0
2018-09-13,0,0.0,,0.0,0.0
2018-09-14,100,0.0,,0.0,0.0
2018-09-15,0,0.0,,0.0,0.0
2018-09-16,0,0.0,,0.0,0.0
2018-09-17,0,0.0,,0.0,0.0
2018-09-18,0,0.0,,0.0,0.0
2018-09-19,0,0.0,,0.0,0.0
2018-09-20,0,0.0,,0.0,0.0
2018-09-21,0,0.0,,0.0,0.0
2018-09-22,0,0.0,,0.0,0.0
2018-09-23,0,0.0,,0.0,0.0
2018-09-24,0,0.0,,0.0,0.0
2018-09-25,0,0.0,,0.0,0.0
2018-09-26,97,0.0,,0.0,0.0
2018-09-27,0,0.0,,0.0,0.0
2018-09-28,0,0.0,,0.0,0.0
2018-09-29,0,0.0,,0.0,0.0
2018-09-30,0,0.0,,0.0,0.0
2018-10-01,0,0.0,False,0.0,0.0
2018-10-02,0,0.0,,0.0,0.0
2018-10-03,0,0.0,,0.0,0.0
2018-10-04,0,0.0,,0.0,0.0
2018-10-05,0,0.0,,0.0,0.0
2018-10-06,0,0.0,,0.0,0.0
2018-10-07,0,0.0,,0.0,0.0
2018-10-08,0,0.0,,0.0,0.0
2018-10-09,0,0.0,,0.0,0.0
2018-10-10,0,0.0,,0.0,0.0
2018-10-11,0,0.0,,0.0,0.0
2018-10-12,0,0.0,,0.0,0.0
2018-10-13,0,0.0,,0.0,0.0
2018-10-14,0,0.0,,0.0,0.0
2018-10-15,0,0.0,,0.0,0.0
2018-10-16,0,0.0,,0.0,0.0
2018-10-17,0,0.0,,0.0,0.0
2018-10-18,0,0.0,,0.0,0.0
2018-10-19,0,0.0,,0.0,0.0
2018-10-20,0,0.0,,0.0,0.0
2018-10-21,0,0.0,,0.0,0.0
2018-10-22,0,0.0,,0.0,0.0
2018-10-23,0,0.0,,0.0,0.0
2018-10-24,0,0.0,,0.0,0.0
2018-10-25,0,0.0,,0.0,0.0
2018-10-26,0,0.0,,0.0,0.0
2018-10-27,0,0.0,,0.0,0.0
2018-10-28,100,0.0,,0.0,0.0
2018-10-29,0,0.0,,0.0,0.0
2018-10-30,85,0.0,,0.0,0.0
2018-10-31,0,0.0,,0.0,0.0
2018-11-01,0,1.0,False,0.01,0.0
2018-11-02,0,1.0,,0.01,0.0
2018-11-03,0,1.0,,0.01,0.0
2018-11-04,0,1.0,,0.01,0.0
2018-11-05,0,1.0,,0.01,0.0
2018-11-06,0,1.0,,0.01,0.0
2018-11-07,6,1.0,,0.01,0.06
2018-11-08,0,1.0,,0.01,0.0
2018-11-09,0,1.0,,0.01,0.0
2018-11-10,0,1.0,,0.01,0.0
2018-11-11,0,1.0,,0.01,0.0
2018-11-12,0,1.0,,0.01,0.0
2018-11-13,0,1.0,,0.01,0.0
2018-11-14,0,1.0,,0.01,0.0
2018-11-15,0,1.0,,0.01,0.0
2018-11-16,0,1.0,,0.01,0.0
2018-11-17,42,1.0,,0.01,0.42
2018-11-18,100,1.0,,0.01,1.0
2018-11-19,58,1.0,,0.01,0.58
2018-11-20,36,1.0,,0.01,0.36
2018-11-21,31,1.0,,0.01,0.31
2018-11-22,0,1.0,,0.01,0.0
2018-11-23,8,1.0,,0.01,0.08
2018-11-24,32,1.0,,0.01,0.32
2018-11-25,8,1.0,,0.01,0.08
2018-11-26,6,1.0,,0.01,0.06
2018-11-27,7,1.0,,0.01,0.07
2018-11-28,0,1.0,,0.01,0.0
2018-11-29,14,1.0,,0.01,0.14
2018-11-30,21,1.0,,0.01,0.21
2018-12-01,0,1.0,False,0.01,0.0
2018-12-02,0,1.0,,0.01,0.0
2018-12-03,19,1.0,,0.01,0.19
2018-12-04,19,1.0,,0.01,0.19
2018-12-05,37,1.0,,0.01,0.37
2018-12-06,38,1.0,,0.01,0.38
2018-12-07,0,1.0,,0.01,0.0
2018-12-08,46,1.0,,0.01,0.46
2018-12-09,44,1.0,,0.01,0.44
2018-12-10,19,1.0,,0.01,0.19
2018-12-11,77,1.0,,0.01,0.77
2018-12-12,58,1.0,,0.01,0.58
2018-12-13,38,1.0,,0.01,0.38
2018-12-14,57,1.0,,0.01,0.5700000000000001
2018-12-15,24,1.0,,0.01,0.24
2018-12-16,0,1.0,,0.01,0.0
2018-12-17,54,1.0,,0.01,0.54
2018-12-18,0,1.0,,0.01,0.0
2018-12-19,100,1.0,,0.01,1.0
2018-12-20,0,1.0,,0.01,0.0
2018-12-21,0,1.0,,0.01,0.0
2018-12-22,0,1.0,,0.01,0.0
2018-12-23,0,1.0,,0.01,0.0
2018-12-24,0,1.0,,0.01,0.0
2018-12-25,0,1.0,,0.01,0.0
2018-12-26,23,1.0,,0.01,0.23
2018-12-27,21,1.0,,0.01,0.21
2018-12-28,41,1.0,,0.01,0.41000000000000003
2018-12-29,0,1.0,,0.01,0.0
2018-12-30,46,1.0,,0.01,0.46
2018-12-31,21,1.0,,0.01,0.21
2019-01-01,26,1.0,False,0.01,0.26
2019-01-02,22,1.0,,0.01,0.22
2019-01-03,0,1.0,,0.01,0.0
2019-01-04,21,1.0,,0.01,0.21
2019-01-05,24,1.0,,0.01,0.24
2019-01-06,0,1.0,,0.01,0.0
2019-01-07,21,1.0,,0.01,0.21
2019-01-08,20,1.0,,0.01,0.2
2019-01-09,62,1.0,,0.01,0.62
2019-01-10,20,1.0,,0.01,0.2
2019-01-11,21,1.0,,0.01,0.21
2019-01-12,49,1.0,,0.01,0.49
2019-01-13,0,1.0,,0.01,0.0
2019-01-14,41,1.0,,0.01,0.41000000000000003
2019-01-15,20,1.0,,0.01,0.2
2019-01-16,41,1.0,,0.01,0.41000000000000003
2019-01-17,41,1.0,,0.01,0.41000000000000003
2019-01-18,20,1.0,,0.01,0.2
2019-01-19,24,1.0,,0.01,0.24
2019-01-20,23,1.0,,0.01,0.23
2019-01-21,0,1.0,,0.01,0.0
2019-01-22,100,1.0,,0.01,1.0
2019-01-23,40,1.0,,0.01,0.4
2019-01-24,40,1.0,,0.01,0.4
2019-01-25,42,1.0,,0.01,0.42
2019-01-26,0,1.0,,0.01,0.0
2019-01-27,0,1.0,,0.01,0.0
2019-01-28,20,1.0,,0.01,0.2
2019-01-29,0,1.0,,0.01,0.0
2019-01-30,80,1.0,,0.01,0.8
2019-01-31,0,1.0,,0.01,0.0
2019-02-01,25,0.0,False,0.0,0.0
2019-02-02,0,0.0,,0.0,0.0
2019-02-03,0,0.0,,0.0,0.0
2019-02-04,0,0.0,,0.0,0.0
2019-02-05,26,0.0,,0.0,0.0
2019-02-06,75,0.0,,0.0,0.0
2019-02-07,25,0.0,,0.0,0.0
2019-02-08,26,0.0,,0.0,0.0
2019-02-09,0,0.0,,0.0,0.0
2019-02-10,89,0.0,,0.0,0.0
2019-02-11,0,0.0,,0.0,0.0
2019-02-12,0,0.0,,0.0,0.0
2019-02-13,25,0.0,,0.0,0.0
2019-02-14,25,0.0,,0.0,0.0
2019-02-15,53,0.0,,0.0,0.0
2019-02-16,30,0.0,,0.0,0.0
2019-02-17,30,0.0,,0.0,0.0
2019-02-18,27,0.0,,0.0,0.0
2019-02-19,25,0.0,,0.0,0.0
2019-02-20,51,0.0,,0.0,0.0
2019-02-21,100,0.0,,0.0,0.0
2019-02-22,51,0.0,,0.0,0.0
2019-02-23,0,0.0,,0.0,0.0
2019-02-24,30,0.0,,0.0,0.0
2019-02-25,24,0.0,,0.0,0.0
2019-02-26,0,0.0,,0.0,0.0
2019-02-27,0,0.0,,0.0,0.0
2019-02-28,0,0.0,,0.0,0.0
2019-03-01,0,1.0,False,0.01,0.0
2019-03-02,0,1.0,,0.01,0.0
2019-03-03,23,1.0,,0.01,0.23
2019-03-04,0,1.0,,0.01,0.0
2019-03-05,100,1.0,,0.01,1.0
2019-03-06,39,1.0,,0.01,0.39
2019-03-07,0,1.0,,0.01,0.0
2019-03-08,21,1.0,,0.01,0.21
2019-03-09,0,1.0,,0.01,0.0
2019-03-10,24,1.0,,0.01,0.24
2019-03-11,20,1.0,,0.01,0.2
2019-03-12,80,1.0,,0.01,0.8
2019-03-13,0,1.0,,0.01,0.0
2019-03-14,40,1.0,,0.01,0.4
2019-03-15,61,1.0,,0.01,0.61
2019-03-16,24,1.0,,0.01,0.24
2019-03-17,0,1.0,,0.01,0.0
2019-03-18,62,1.0,,0.01,0.62
2019-03-19,60,1.0,,0.01,0.6
2019-03-20,0,1.0,,0.01,0.0
2019-03-21,0,1.0,,0.01,0.0
2019-03-22,21,1.0,,0.01,0.21
2019-03-23,0,1.0,,0.01,0.0
2019-03-24,23,1.0,,0.01,0.23
2019-03-25,41,1.0,,0.01,0.41000000000000003
2019-03-26,41,1.0,,0.01,0.41000000000000003
2019-03-27,42,1.0,,0.01,0.42
2019-03-28,21,1.0,,0.01,0.21
2019-03-29,21,1.0,,0.01,0.21
2019-03-30,49,1.0,,0.01,0.49
2019-03-31,0,1.0,,0.01,0.0
2019-04-01,24,3.0,False,0.03,0.72
2019-04-02,12,3.0,,0.03,0.36
2019-04-03,9,3.0,,0.03,0.27
2019-04-04,6,3.0,,0.03,0.18
2019-04-05,13,3.0,,0.03,0.39
2019-04-06,0,3.0,,0.03,0.0
2019-04-07,0,3.0,,0.03,0.0
2019-04-08,24,3.0,,0.03,0.72
2019-04-09,6,3.0,,0.03,0.18
2019-04-10,3,3.0,,0.03,0.09
2019-04-11,3,3.0,,0.03,0.09
2019-04-12,9,3.0,,0.03,0.27
2019-04-13,0,3.0,,0.03,0.0
2019-04-14,0,3.0,,0.03,0.0
2019-04-15,0,3.0,,0.03,0.0
2019-04-16,3,3.0,,0.03,0.09
2019-04-17,9,3.0,,0.03,0.27
2019-04-18,9,3.0,,0.03,0.27
2019-04-19,3,3.0,,0.03,0.09
2019-04-20,0,3.0,,0.03,0.0
2019-04-21,4,3.0,,0.03,0.12
2019-04-22,63,3.0,,0.03,1.89
2019-04-23,46,3.0,,0.03,1.38
2019-04-24,49,3.0,,0.03,1.47
2019-04-25,18,3.0,,0.03,0.54
2019-04-26,39,3.0,,0.03,1.17
2019-04-27,36,3.0,,0.03,1.08
2019-04-28,11,3.0,,0.03,0.32999999999999996
2019-04-29,93,3.0,,0.03,2.79
2019-04-30,100,3.0,,0.03,3.0
2019-05-01,13,56.0,False,0.56,7.280000000000001
2019-05-02,100,56.0,,0.56,56.00000000000001
2019-05-03,63,56.0,,0.56,35.28
2019-05-04,21,56.0,,0.56,11.760000000000002
2019-05-05,9,56.0,,0.56,5.040000000000001
2019-05-06,27,56.0,,0.56,15.120000000000001
2019-05-07,42,56.0,,0.56,23.520000000000003
2019-05-08,35,56.0,,0.56,19.6
2019-05-09,29,56.0,,0.56,16.240000000000002
2019-05-10,29,56.0,,0.56,16.240000000000002
2019-05-11,8,56.0,,0.56,4.48
2019-05-12,5,56.0,,0.56,2.8000000000000003
2019-05-13,26,56.0,,0.56,14.560000000000002
2019-05-14,24,56.0,,0.56,13.440000000000001
2019-05-15,31,56.0,,0.56,17.360000000000003
2019-05-16,41,56.0,,0.56,22.96
2019-05-17,25,56.0,,0.56,14.000000000000002
2019-05-18,8,56.0,,0.56,4.48
2019-05-19,4,56.0,,0.56,2.24
2019-05-20,20,56.0,,0.56,11.200000000000001
2019-05-21,28,56.0,,0.56,15.680000000000001
2019-05-22,22,56.0,,0.56,12.32
2019-05-23,15,56.0,,0.56,8.4
2019-05-24,12,56.0,,0.56,6.720000000000001
2019-05-25,3,56.0,,0.56,1.6800000000000002
2019-05-26,2,56.0,,0.56,1.12
2019-05-27,3,56.0,,0.56,1.6800000000000002
2019-05-28,19,56.0,,0.56,10.64
2019-05-29,27,56.0,,0.56,15.120000000000001
2019-05-30,33,56.0,,0.56,18.48
2019-05-31,29,56.0,,0.56,16.240000000000002
2019-06-01,8,100.0,False,1.0,8.0
2019-06-02,4,100.0,,1.0,4.0
2019-06-03,23,100.0,,1.0,23.0
2019-06-04,25,100.0,,1.0,25.0
2019-06-05,20,100.0,,1.0,20.0
2019-06-06,54,100.0,,1.0,54.0
2019-06-07,87,100.0,,1.0,87.0
2019-06-08,23,100.0,,1.0,23.0
2019-06-09,10,100.0,,1.0,10.0
2019-06-10,86,100.0,,1.0,86.0
2019-06-11,100,100.0,,1.0,100.0
2019-06-12,79,100.0,,1.0,79.0
2019-06-13,54,100.0,,1.0,54.0
2019-06-14,44,100.0,,1.0,44.0
2019-06-15,10,100.0,,1.0,10.0
2019-06-16,5,100.0,,1.0,5.0
2019-06-17,54,100.0,,1.0,54.0
2019-06-18,82,100.0,,1.0,82.0
2019-06-19,58,100.0,,1.0,58.0
2019-06-20,49,100.0,,1.0,49.0
2019-06-21,45,100.0,,1.0,45.0
2019-06-22,9,100.0,,1.0,9.0
2019-06-23,7,100.0,,1.0,7.0
2019-06-24,36,100.0,,1.0,36.0
2019-06-25,39,100.0,,1.0,39.0
2019-06-26,36,100.0,,1.0,36.0
2019-06-27,35,100.0,,1.0,35.0
2019-06-28,30,100.0,,1.0,30.0
2019-06-29,7,100.0,,1.0,7.0
2019-06-30,4,100.0,,1.0,4.0
2019-07-01,19,62.0,False,0.62,11.78
2019-07-02,19,62.0,,0.62,11.78
2019-07-03,15,62.0,,0.62,9.3
2019-07-04,5,62.0,,0.62,3.1
2019-07-05,13,62.0,,0.62,8.06
2019-07-06,3,62.0,,0.62,1.8599999999999999
2019-07-07,3,62.0,,0.62,1.8599999999999999
2019-07-08,12,62.0,,0.62,7.4399999999999995
2019-07-09,15,62.0,,0.62,9.3
2019-07-10,15,62.0,,0.62,9.3
2019-07-11,15,62.0,,0.62,9.3
2019-07-12,16,62.0,,0.62,9.92
2019-07-13,4,62.0,,0.62,2.48
2019-07-14,4,62.0,,0.62,2.48
2019-07-15,12,62.0,,0.62,7.4399999999999995
2019-07-16,16,62.0,,0.62,9.92
2019-07-17,15,62.0,,0.62,9.3
2019-07-18,12,62.0,,0.62,7.4399999999999995
2019-07-19,13,62.0,,0.62,8.06
2019-07-20,5,62.0,,0.62,3.1
2019-07-21,2,62.0,,0.62,1.24
2019-07-22,30,62.0,,0.62,18.6
2019-07-23,30,62.0,,0.62,18.6
2019-07-24,36,62.0,,0.62,22.32
2019-07-25,41,62.0,,0.62,25.419999999999998
2019-07-26,64,62.0,,0.62,39.68
2019-07-27,16,62.0,,0.62,9.92
2019-07-28,8,62.0,,0.62,4.96
2019-07-29,100,62.0,,0.62,62.0
2019-07-30,88,62.0,,0.62,54.56
2019-07-31,53,62.0,,0.62,32.86
2019-08-01,100,46.0,False,0.46,46.0
2019-08-02,63,46.0,,0.46,28.98
2019-08-03,17,46.0,,0.46,7.82
2019-08-04,7,46.0,,0.46,3.22
2019-08-05,50,46.0,,0.46,23.0
2019-08-06,50,46.0,,0.46,23.0
2019-08-07,52,46.0,,0.46,23.92
2019-08-08,50,46.0,,0.46,23.0
2019-08-09,41,46.0,,0.46,18.86
2019-08-10,9,46.0,,0.46,4.140000000000001
2019-08-11,7,46.0,,0.46,3.22
2019-08-12,34,46.0,,0.46,15.64
2019-08-13,39,46.0,,0.46,17.94
2019-08-14,41,46.0,,0.46,18.86
2019-08-15,56,46.0,,0.46,25.76
2019-08-16,38,46.0,,0.46,17.48
2019-08-17,10,46.0,,0.46,4.6000000000000005
2019-08-18,7,46.0,,0.46,3.22
2019-08-19,35,46.0,,0.46,16.1
2019-08-20,47,46.0,,0.46,21.62
2019-08-21,32,46.0,,0.46,14.72
2019-08-22,32,46.0,,0.46,14.72
2019-08-23,30,46.0,,0.46,13.8
2019-08-24,7,46.0,,0.46,3.22
2019-08-25,6,46.0,,0.46,2.7600000000000002
2019-08-26,32,46.0,,0.46,14.72
2019-08-27,33,46.0,,0.46,15.180000000000001
2019-08-28,37,46.0,,0.46,17.02
2019-08-29,31,46.0,,0.46,14.26
2019-08-30,30,46.0,,0.46,13.8
2019-08-31,9,46.0,,0.46,4.140000000000001
2019-09-01,6,25.0,False,0.25,1.5
2019-09-02,8,25.0,,0.25,2.0
2019-09-03,35,25.0,,0.25,8.75
2019-09-04,40,25.0,,0.25,10.0
2019-09-05,46,25.0,,0.25,11.5
2019-09-06,40,25.0,,0.25,10.0
2019-09-07,14,25.0,,0.25,3.5
2019-09-08,6,25.0,,0.25,1.5
2019-09-09,28,25.0,,0.25,7.0
2019-09-10,36,25.0,,0.25,9.0
2019-09-11,38,25.0,,0.25,9.5
2019-09-12,30,25.0,,0.25,7.5
2019-09-13,25,25.0,,0.25,6.25
2019-09-14,7,25.0,,0.25,1.75
2019-09-15,10,25.0,,0.25,2.5
2019-09-16,32,25.0,,0.25,8.0
2019-09-17,31,25.0,,0.25,7.75
2019-09-18,29,25.0,,0.25,7.25
2019-09-19,27,25.0,,0.25,6.75
2019-09-20,27,25.0,,0.25,6.75
2019-09-21,6,25.0,,0.25,1.5
2019-09-22,4,25.0,,0.25,1.0
2019-09-23,37,25.0,,0.25,9.25
2019-09-24,31,25.0,,0.25,7.75
2019-09-25,36,25.0,,0.25,9.0
2019-09-26,100,25.0,,0.25,25.0
2019-09-27,54,25.0,,0.25,13.5
2019-09-28,7,25.0,,0.25,1.75
2019-09-29,6,25.0,,0.25,1.5
2019-09-30,24,25.0,,0.25,6.0
2019-10-01,21,32.0,False,0.32,6.72
2019-10-02,19,32.0,,0.32,6.08
2019-10-03,13,32.0,,0.32,4.16
2019-10-04,12,32.0,,0.32,3.84
2019-10-05,2,32.0,,0.32,0.64
2019-10-06,3,32.0,,0.32,0.96
2019-10-07,12,32.0,,0.32,3.84
2019-10-08,10,32.0,,0.32,3.2
2019-10-09,13,32.0,,0.32,4.16
2019-10-10,12,32.0,,0.32,3.84
