date,TLRY_unscaled,TLRY_monthly,isPartial,scale,TLRY
2019-04-14,20,8.0,,0.08,1.6
2019-04-15,88,8.0,,0.08,7.04
2019-04-16,88,8.0,,0.08,7.04
2019-04-17,69,8.0,,0.08,5.5200000000000005
2019-04-18,69,8.0,,0.08,5.5200000000000005
2019-04-19,33,8.0,,0.08,2.64
2019-04-20,14,8.0,,0.08,1.12
2019-04-21,9,8.0,,0.08,0.72
2019-04-22,65,8.0,,0.08,5.2
2019-04-23,52,8.0,,0.08,4.16
2019-04-24,64,8.0,,0.08,5.12
2019-04-25,55,8.0,,0.08,4.4
2019-04-26,51,8.0,,0.08,4.08
2019-04-27,14,8.0,,0.08,1.12
2019-04-28,14,8.0,,0.08,1.12
2019-04-29,63,8.0,,0.08,5.04
2019-04-30,63,8.0,,0.08,5.04
2019-05-01,42,7.0,False,0.07,2.9400000000000004
2019-05-02,52,7.0,,0.07,3.6400000000000006
2019-05-03,29,7.0,,0.07,2.0300000000000002
2019-05-04,15,7.0,,0.07,1.05
2019-05-05,8,7.0,,0.07,0.56
2019-05-06,24,7.0,,0.07,1.6800000000000002
2019-05-07,38,7.0,,0.07,2.66
2019-05-08,27,7.0,,0.07,1.8900000000000001
2019-05-09,27,7.0,,0.07,1.8900000000000001
2019-05-10,47,7.0,,0.07,3.2900000000000005
2019-05-11,26,7.0,,0.07,1.8200000000000003
2019-05-12,10,7.0,,0.07,0.7000000000000001
2019-05-13,36,7.0,,0.07,2.5200000000000005
2019-05-14,100,7.0,,0.07,7.000000000000001
2019-05-15,89,7.0,,0.07,6.23
2019-05-16,47,7.0,,0.07,3.2900000000000005
2019-05-17,37,7.0,,0.07,2.5900000000000003
2019-05-18,6,7.0,,0.07,0.42000000000000004
2019-05-19,2,7.0,,0.07,0.14
2019-05-20,44,7.0,,0.07,3.08
2019-05-21,39,7.0,,0.07,2.7300000000000004
2019-05-22,26,7.0,,0.07,1.8200000000000003
2019-05-23,38,7.0,,0.07,2.66
2019-05-24,26,7.0,,0.07,1.8200000000000003
2019-05-25,4,7.0,,0.07,0.28
2019-05-26,6,7.0,,0.07,0.42000000000000004
2019-05-27,6,7.0,,0.07,0.42000000000000004
2019-05-28,15,7.0,,0.07,1.05
2019-05-29,35,7.0,,0.07,2.45
2019-05-30,32,7.0,,0.07,2.24
2019-05-31,33,7.0,,0.07,2.31
2019-06-01,10,7.0,False,0.07,0.7000000000000001
2019-06-02,5,7.0,,0.07,0.35000000000000003
2019-06-03,26,7.0,,0.07,1.8200000000000003
2019-06-04,45,7.0,,0.07,3.1500000000000004
2019-06-05,34,7.0,,0.07,2.3800000000000003
2019-06-06,21,7.0,,0.07,1.4700000000000002
2019-06-07,41,7.0,,0.07,2.87
2019-06-08,9,7.0,,0.07,0.6300000000000001
2019-06-09,12,7.0,,0.07,0.8400000000000001
2019-06-10,100,7.0,,0.07,7.000000000000001
2019-06-11,68,7.0,,0.07,4.760000000000001
2019-06-12,48,7.0,,0.07,3.3600000000000003
2019-06-13,45,7.0,,0.07,3.1500000000000004
2019-06-14,22,7.0,,0.07,1.54
2019-06-15,9,7.0,,0.07,0.6300000000000001
2019-06-16,5,7.0,,0.07,0.35000000000000003
2019-06-17,24,7.0,,0.07,1.6800000000000002
2019-06-18,41,7.0,,0.07,2.87
2019-06-19,51,7.0,,0.07,3.5700000000000003
2019-06-20,53,7.0,,0.07,3.7100000000000004
2019-06-21,60,7.0,,0.07,4.2
2019-06-22,23,7.0,,0.07,1.61
2019-06-23,11,7.0,,0.07,0.77
2019-06-24,30,7.0,,0.07,2.1
2019-06-25,48,7.0,,0.07,3.3600000000000003
2019-06-26,31,7.0,,0.07,2.1700000000000004
2019-06-27,42,7.0,,0.07,2.9400000000000004
2019-06-28,29,7.0,,0.07,2.0300000000000002
2019-06-29,11,7.0,,0.07,0.77
2019-06-30,5,7.0,,0.07,0.35000000000000003
2019-07-01,71,5.0,False,0.05,3.5500000000000003
2019-07-02,100,5.0,,0.05,5.0
2019-07-03,88,5.0,,0.05,4.4
2019-07-04,33,5.0,,0.05,1.6500000000000001
2019-07-05,95,5.0,,0.05,4.75
2019-07-06,38,5.0,,0.05,1.9000000000000001
2019-07-07,9,5.0,,0.05,0.45
2019-07-08,73,5.0,,0.05,3.6500000000000004
2019-07-09,59,5.0,,0.05,2.95
2019-07-10,96,5.0,,0.05,4.800000000000001
2019-07-11,66,5.0,,0.05,3.3000000000000003
2019-07-12,73,5.0,,0.05,3.6500000000000004
2019-07-13,40,5.0,,0.05,2.0
2019-07-14,0,5.0,,0.05,0.0
2019-07-15,96,5.0,,0.05,4.800000000000001
2019-07-16,84,5.0,,0.05,4.2
2019-07-17,57,5.0,,0.05,2.85
2019-07-18,54,5.0,,0.05,2.7
2019-07-19,47,5.0,,0.05,2.35
2019-07-20,24,5.0,,0.05,1.2000000000000002
2019-07-21,15,5.0,,0.05,0.75
2019-07-22,88,5.0,,0.05,4.4
2019-07-23,66,5.0,,0.05,3.3000000000000003
2019-07-24,43,5.0,,0.05,2.15
2019-07-25,73,5.0,,0.05,3.6500000000000004
2019-07-26,66,5.0,,0.05,3.3000000000000003
2019-07-27,60,5.0,,0.05,3.0
2019-07-28,10,5.0,,0.05,0.5
2019-07-29,64,5.0,,0.05,3.2
2019-07-30,64,5.0,,0.05,3.2
2019-07-31,47,5.0,,0.05,2.35
2019-08-01,30,6.0,False,0.06,1.7999999999999998
2019-08-02,31,6.0,,0.06,1.8599999999999999
2019-08-03,7,6.0,,0.06,0.42
2019-08-04,2,6.0,,0.06,0.12
2019-08-05,27,6.0,,0.06,1.6199999999999999
2019-08-06,17,6.0,,0.06,1.02
2019-08-07,40,6.0,,0.06,2.4
2019-08-08,19,6.0,,0.06,1.14
2019-08-09,35,6.0,,0.06,2.1
2019-08-10,2,6.0,,0.06,0.12
2019-08-11,6,6.0,,0.06,0.36
2019-08-12,35,6.0,,0.06,2.1
2019-08-13,98,6.0,,0.06,5.88
2019-08-14,100,6.0,,0.06,6.0
2019-08-15,58,6.0,,0.06,3.48
2019-08-16,40,6.0,,0.06,2.4
2019-08-17,21,6.0,,0.06,1.26
2019-08-18,6,6.0,,0.06,0.36
2019-08-19,52,6.0,,0.06,3.12
2019-08-20,36,6.0,,0.06,2.16
2019-08-21,55,6.0,,0.06,3.3
2019-08-22,58,6.0,,0.06,3.48
2019-08-23,40,6.0,,0.06,2.4
2019-08-24,17,6.0,,0.06,1.02
2019-08-25,4,6.0,,0.06,0.24
2019-08-26,32,6.0,,0.06,1.92
2019-08-27,38,6.0,,0.06,2.28
2019-08-28,26,6.0,,0.06,1.56
2019-08-29,56,6.0,,0.06,3.36
2019-08-30,28,6.0,,0.06,1.68
2019-08-31,12,6.0,,0.06,0.72
2019-09-01,3,5.0,False,0.05,0.15000000000000002
2019-09-02,16,5.0,,0.05,0.8
2019-09-03,100,5.0,,0.05,5.0
2019-09-04,81,5.0,,0.05,4.05
2019-09-05,86,5.0,,0.05,4.3
2019-09-06,86,5.0,,0.05,4.3
2019-09-07,14,5.0,,0.05,0.7000000000000001
2019-09-08,10,5.0,,0.05,0.5
2019-09-09,37,5.0,,0.05,1.85
2019-09-10,63,5.0,,0.05,3.1500000000000004
2019-09-11,49,5.0,,0.05,2.45
2019-09-12,58,5.0,,0.05,2.9000000000000004
2019-09-13,29,5.0,,0.05,1.4500000000000002
2019-09-14,21,5.0,,0.05,1.05
2019-09-15,17,5.0,,0.05,0.8500000000000001
2019-09-16,39,5.0,,0.05,1.9500000000000002
2019-09-17,48,5.0,,0.05,2.4000000000000004
2019-09-18,40,5.0,,0.05,2.0
2019-09-19,57,5.0,,0.05,2.85
2019-09-20,32,5.0,,0.05,1.6
2019-09-21,7,5.0,,0.05,0.35000000000000003
2019-09-22,13,5.0,,0.05,0.65
2019-09-23,45,5.0,,0.05,2.25
2019-09-24,43,5.0,,0.05,2.15
2019-09-25,55,5.0,,0.05,2.75
2019-09-26,38,5.0,,0.05,1.9000000000000001
2019-09-27,42,5.0,,0.05,2.1
2019-09-28,4,5.0,,0.05,0.2
2019-09-29,14,5.0,,0.05,0.7000000000000001
2019-09-30,41,5.0,,0.05,2.0500000000000003
2019-10-01,64,5.0,False,0.05,3.2
2019-10-02,59,5.0,,0.05,2.95
2019-10-03,64,5.0,,0.05,3.2
2019-10-04,43,5.0,,0.05,2.15
2019-10-05,18,5.0,,0.05,0.9
2019-10-06,22,5.0,,0.05,1.1
2019-10-07,27,5.0,,0.05,1.35
2019-10-08,50,5.0,,0.05,2.5
2019-10-09,62,5.0,,0.05,3.1
2019-10-10,100,5.0,,0.05,5.0
2019-10-11,90,5.0,,0.05,4.5
2019-10-12,33,5.0,,0.05,1.6500000000000001
2019-10-13,4,5.0,,0.05,0.2
2019-10-14,77,5.0,,0.05,3.85
2019-10-15,57,5.0,,0.05,2.85
2019-10-16,88,5.0,,0.05,4.4
2019-10-17,93,5.0,,0.05,4.65
2019-10-18,69,5.0,,0.05,3.45
2019-10-19,18,5.0,,0.05,0.9
2019-10-20,9,5.0,,0.05,0.45
2019-10-21,52,5.0,,0.05,2.6
2019-10-22,22,5.0,,0.05,1.1
2019-10-23,34,5.0,,0.05,1.7000000000000002
2019-10-24,90,5.0,,0.05,4.5
2019-10-25,81,5.0,,0.05,4.05
2019-10-26,14,5.0,,0.05,0.7000000000000001
2019-10-27,9,5.0,,0.05,0.45
2019-10-28,66,5.0,,0.05,3.3000000000000003
2019-10-29,89,5.0,,0.05,4.45
2019-10-30,75,5.0,,0.05,3.75
2019-10-31,46,5.0,,0.05,2.3000000000000003
2019-11-01,31,5.0,False,0.05,1.55
2019-11-02,18,5.0,,0.05,0.9
2019-11-03,17,5.0,,0.05,0.8500000000000001
2019-11-04,47,5.0,,0.05,2.35
2019-11-05,37,5.0,,0.05,1.85
2019-11-06,49,5.0,,0.05,2.45
2019-11-07,37,5.0,,0.05,1.85
2019-11-08,20,5.0,,0.05,1.0
2019-11-09,9,5.0,,0.05,0.45
2019-11-10,3,5.0,,0.05,0.15000000000000002
2019-11-11,52,5.0,,0.05,2.6
2019-11-12,100,5.0,,0.05,5.0
2019-11-13,87,5.0,,0.05,4.3500000000000005
2019-11-14,63,5.0,,0.05,3.1500000000000004
2019-11-15,65,5.0,,0.05,3.25
2019-11-16,31,5.0,,0.05,1.55
2019-11-17,3,5.0,,0.05,0.15000000000000002
2019-11-18,41,5.0,,0.05,2.0500000000000003
2019-11-19,39,5.0,,0.05,1.9500000000000002
2019-11-20,49,5.0,,0.05,2.45
2019-11-21,84,5.0,,0.05,4.2
2019-11-22,55,5.0,,0.05,2.75
2019-11-23,17,5.0,,0.05,0.8500000000000001
2019-11-24,6,5.0,,0.05,0.30000000000000004
2019-11-25,25,5.0,,0.05,1.25
2019-11-26,31,5.0,,0.05,1.55
2019-11-27,56,5.0,,0.05,2.8000000000000003
2019-11-28,12,5.0,,0.05,0.6000000000000001
2019-11-29,19,5.0,,0.05,0.9500000000000001
2019-11-30,11,5.0,,0.05,0.55
2019-12-01,5,4.0,False,0.04,0.2
2019-12-02,54,4.0,,0.04,2.16
2019-12-03,63,4.0,,0.04,2.52
2019-12-04,56,4.0,,0.04,2.24
2019-12-05,65,4.0,,0.04,2.6
2019-12-06,53,4.0,,0.04,2.12
2019-12-07,14,4.0,,0.04,0.56
2019-12-08,9,4.0,,0.04,0.36
2019-12-09,61,4.0,,0.04,2.44
2019-12-10,62,4.0,,0.04,2.48
2019-12-11,60,4.0,,0.04,2.4
2019-12-12,89,4.0,,0.04,3.56
2019-12-13,28,4.0,,0.04,1.12
2019-12-14,33,4.0,,0.04,1.32
2019-12-15,5,4.0,,0.04,0.2
2019-12-16,69,4.0,,0.04,2.7600000000000002
2019-12-17,70,4.0,,0.04,2.8000000000000003
2019-12-18,41,4.0,,0.04,1.6400000000000001
2019-12-19,67,4.0,,0.04,2.68
2019-12-20,35,4.0,,0.04,1.4000000000000001
2019-12-21,20,4.0,,0.04,0.8
2019-12-22,10,4.0,,0.04,0.4
2019-12-23,100,4.0,,0.04,4.0
2019-12-24,48,4.0,,0.04,1.92
2019-12-25,16,4.0,,0.04,0.64
2019-12-26,72,4.0,,0.04,2.88
2019-12-27,72,4.0,,0.04,2.88
2019-12-28,29,4.0,,0.04,1.16
2019-12-29,0,4.0,,0.04,0.0
2019-12-30,62,4.0,,0.04,2.48
2019-12-31,99,4.0,,0.04,3.96
2020-01-01,12,6.0,False,0.06,0.72
2020-01-02,46,6.0,,0.06,2.76
2020-01-03,18,6.0,,0.06,1.08
2020-01-04,3,6.0,,0.06,0.18
2020-01-05,5,6.0,,0.06,0.3
2020-01-06,22,6.0,,0.06,1.3199999999999998
2020-01-07,25,6.0,,0.06,1.5
2020-01-08,29,6.0,,0.06,1.74
2020-01-09,25,6.0,,0.06,1.5
2020-01-10,29,6.0,,0.06,1.74
2020-01-11,12,6.0,,0.06,0.72
2020-01-12,6,6.0,,0.06,0.36
2020-01-13,33,6.0,,0.06,1.98
2020-01-14,76,6.0,,0.06,4.56
2020-01-15,100,6.0,,0.06,6.0
2020-01-16,54,6.0,,0.06,3.2399999999999998
2020-01-17,59,6.0,,0.06,3.54
2020-01-18,8,6.0,,0.06,0.48
2020-01-19,8,6.0,,0.06,0.48
2020-01-20,13,6.0,,0.06,0.78
2020-01-21,44,6.0,,0.06,2.6399999999999997
2020-01-22,34,6.0,,0.06,2.04
2020-01-23,29,6.0,,0.06,1.74
2020-01-24,32,6.0,,0.06,1.92
2020-01-25,13,6.0,,0.06,0.78
2020-01-26,5,6.0,,0.06,0.3
2020-01-27,24,6.0,,0.06,1.44
2020-01-28,31,6.0,,0.06,1.8599999999999999
2020-01-29,27,6.0,,0.06,1.6199999999999999
2020-01-30,23,6.0,,0.06,1.38
2020-01-31,32,6.0,,0.06,1.92
2020-02-01,32,4.0,False,0.04,1.28
2020-02-02,0,4.0,,0.04,0.0
2020-02-03,68,4.0,,0.04,2.72
2020-02-04,100,4.0,,0.04,4.0
2020-02-05,71,4.0,,0.04,2.84
2020-02-06,62,4.0,,0.04,2.48
2020-02-07,56,4.0,,0.04,2.24
2020-02-08,14,4.0,,0.04,0.56
2020-02-09,14,4.0,,0.04,0.56
2020-02-10,72,4.0,,0.04,2.88
2020-02-11,76,4.0,,0.04,3.04
2020-02-12,80,4.0,,0.04,3.2
2020-02-13,69,4.0,,0.04,2.7600000000000002
2020-02-14,97,4.0,,0.04,3.88
2020-02-15,14,4.0,,0.04,0.56
2020-02-16,18,4.0,,0.04,0.72
2020-02-17,20,4.0,,0.04,0.8
2020-02-18,60,4.0,,0.04,2.4
2020-02-19,79,4.0,,0.04,3.16
2020-02-20,75,4.0,,0.04,3.0
2020-02-21,61,4.0,,0.04,2.44
2020-02-22,23,4.0,,0.04,0.92
2020-02-23,18,4.0,,0.04,0.72
2020-02-24,60,4.0,,0.04,2.4
2020-02-25,59,4.0,,0.04,2.36
2020-02-26,65,4.0,,0.04,2.6
2020-02-27,66,4.0,,0.04,2.64
2020-02-28,54,4.0,,0.04,2.16
2020-02-29,31,4.0,,0.04,1.24
2020-03-01,3,10.0,False,0.1,0.30000000000000004
2020-03-02,28,10.0,,0.1,2.8000000000000003
2020-03-03,26,10.0,,0.1,2.6
2020-03-04,13,10.0,,0.1,1.3
2020-03-05,12,10.0,,0.1,1.2000000000000002
2020-03-06,12,10.0,,0.1,1.2000000000000002
2020-03-07,7,10.0,,0.1,0.7000000000000001
2020-03-08,3,10.0,,0.1,0.30000000000000004
2020-03-09,21,10.0,,0.1,2.1
2020-03-10,12,10.0,,0.1,1.2000000000000002
2020-03-11,11,10.0,,0.1,1.1
2020-03-12,14,10.0,,0.1,1.4000000000000001
2020-03-13,34,10.0,,0.1,3.4000000000000004
2020-03-14,10,10.0,,0.1,1.0
2020-03-15,10,10.0,,0.1,1.0
2020-03-16,14,10.0,,0.1,1.4000000000000001
2020-03-17,17,10.0,,0.1,1.7000000000000002
2020-03-18,16,10.0,,0.1,1.6
2020-03-19,23,10.0,,0.1,2.3000000000000003
2020-03-20,40,10.0,,0.1,4.0
2020-03-21,11,10.0,,0.1,1.1
2020-03-22,9,10.0,,0.1,0.9
2020-03-23,22,10.0,,0.1,2.2
2020-03-24,32,10.0,,0.1,3.2
2020-03-25,38,10.0,,0.1,3.8000000000000003
2020-03-26,96,10.0,,0.1,9.600000000000001
2020-03-27,100,10.0,,0.1,10.0
2020-03-28,26,10.0,,0.1,2.6
2020-03-29,17,10.0,,0.1,1.7000000000000002
2020-03-30,56,10.0,,0.1,5.6000000000000005
2020-03-31,41,10.0,,0.1,4.1000000000000005
2020-04-01,100,9.0,False,0.09,9.0
2020-04-02,82,9.0,,0.09,7.38
2020-04-03,84,9.0,,0.09,7.56
2020-04-04,21,9.0,,0.09,1.89
2020-04-05,10,9.0,,0.09,0.8999999999999999
2020-04-06,65,9.0,,0.09,5.85
2020-04-07,66,9.0,,0.09,5.9399999999999995
2020-04-08,82,9.0,,0.09,7.38
2020-04-09,82,9.0,,0.09,7.38
2020-04-10,26,9.0,,0.09,2.34
2020-04-11,19,9.0,,0.09,1.71
2020-04-12,17,9.0,,0.09,1.53
2020-04-13,43,9.0,,0.09,3.8699999999999997
2020-04-14,65,9.0,,0.09,5.85
2020-04-15,57,9.0,,0.09,5.13
2020-04-16,51,9.0,,0.09,4.59
2020-04-17,75,9.0,,0.09,6.75
2020-04-18,15,9.0,,0.09,1.3499999999999999
2020-04-19,15,9.0,,0.09,1.3499999999999999
2020-04-20,51,9.0,,0.09,4.59
2020-04-21,49,9.0,,0.09,4.41
2020-04-22,42,9.0,,0.09,3.78
2020-04-23,54,9.0,,0.09,4.859999999999999
2020-04-24,62,9.0,,0.09,5.58
2020-04-25,27,9.0,,0.09,2.4299999999999997
2020-04-26,15,9.0,,0.09,1.3499999999999999
2020-04-27,96,9.0,,0.09,8.64
2020-04-28,71,9.0,,0.09,6.39
2020-04-29,46,9.0,,0.09,4.14
2020-04-30,63,9.0,,0.09,5.67
2020-05-01,35,10.0,False,0.1,3.5
2020-05-02,7,10.0,,0.1,0.7000000000000001
2020-05-03,6,10.0,,0.1,0.6000000000000001
2020-05-04,28,10.0,,0.1,2.8000000000000003
2020-05-05,25,10.0,,0.1,2.5
2020-05-06,22,10.0,,0.1,2.2
2020-05-07,24,10.0,,0.1,2.4000000000000004
2020-05-08,28,10.0,,0.1,2.8000000000000003
2020-05-09,6,10.0,,0.1,0.6000000000000001
2020-05-10,8,10.0,,0.1,0.8
2020-05-11,68,10.0,,0.1,6.800000000000001
2020-05-12,55,10.0,,0.1,5.5
2020-05-13,35,10.0,,0.1,3.5
2020-05-14,29,10.0,,0.1,2.9000000000000004
2020-05-15,29,10.0,,0.1,2.9000000000000004
2020-05-16,10,10.0,,0.1,1.0
2020-05-17,5,10.0,,0.1,0.5
2020-05-18,47,10.0,,0.1,4.7
2020-05-19,42,10.0,,0.1,4.2
2020-05-20,27,10.0,,0.1,2.7
2020-05-21,60,10.0,,0.1,6.0
2020-05-22,100,10.0,,0.1,10.0
2020-05-23,24,10.0,,0.1,2.4000000000000004
2020-05-24,9,10.0,,0.1,0.9
2020-05-25,15,10.0,,0.1,1.5
2020-05-26,52,10.0,,0.1,5.2
2020-05-27,55,10.0,,0.1,5.5
2020-05-28,46,10.0,,0.1,4.6000000000000005
2020-05-29,39,10.0,,0.1,3.9000000000000004
2020-05-30,12,10.0,,0.1,1.2000000000000002
2020-05-31,12,10.0,,0.1,1.2000000000000002
2020-06-01,91,6.0,False,0.06,5.46
2020-06-02,59,6.0,,0.06,3.54
2020-06-03,84,6.0,,0.06,5.04
2020-06-04,70,6.0,,0.06,4.2
2020-06-05,95,6.0,,0.06,5.7
2020-06-06,24,6.0,,0.06,1.44
2020-06-07,8,6.0,,0.06,0.48
2020-06-08,100,6.0,,0.06,6.0
2020-06-09,98,6.0,,0.06,5.88
2020-06-10,82,6.0,,0.06,4.92
2020-06-11,42,6.0,,0.06,2.52
2020-06-12,68,6.0,,0.06,4.08
2020-06-13,6,6.0,,0.06,0.36
2020-06-14,6,6.0,,0.06,0.36
2020-06-15,36,6.0,,0.06,2.16
2020-06-16,88,6.0,,0.06,5.279999999999999
2020-06-17,65,6.0,,0.06,3.9
2020-06-18,68,6.0,,0.06,4.08
2020-06-19,69,6.0,,0.06,4.14
2020-06-20,8,6.0,,0.06,0.48
2020-06-21,14,6.0,,0.06,0.84
2020-06-22,51,6.0,,0.06,3.06
2020-06-23,72,6.0,,0.06,4.32
2020-06-24,50,6.0,,0.06,3.0
2020-06-25,43,6.0,,0.06,2.58
2020-06-26,58,6.0,,0.06,3.48
2020-06-27,6,6.0,,0.06,0.36
2020-06-28,5,6.0,,0.06,0.3
2020-06-29,39,6.0,,0.06,2.34
2020-06-30,44,6.0,,0.06,2.6399999999999997
2020-07-01,59,5.0,False,0.05,2.95
2020-07-02,66,5.0,,0.05,3.3000000000000003
2020-07-03,20,5.0,,0.05,1.0
2020-07-04,11,5.0,,0.05,0.55
2020-07-05,11,5.0,,0.05,0.55
2020-07-06,99,5.0,,0.05,4.95
2020-07-07,72,5.0,,0.05,3.6
2020-07-08,79,5.0,,0.05,3.95
2020-07-09,72,5.0,,0.05,3.6
2020-07-10,65,5.0,,0.05,3.25
2020-07-11,18,5.0,,0.05,0.9
2020-07-12,11,5.0,,0.05,0.55
2020-07-13,53,5.0,,0.05,2.6500000000000004
2020-07-14,59,5.0,,0.05,2.95
2020-07-15,50,5.0,,0.05,2.5
2020-07-16,44,5.0,,0.05,2.2
2020-07-17,43,5.0,,0.05,2.15
2020-07-18,26,5.0,,0.05,1.3
2020-07-19,7,5.0,,0.05,0.35000000000000003
2020-07-20,52,5.0,,0.05,2.6
2020-07-21,64,5.0,,0.05,3.2
2020-07-22,52,5.0,,0.05,2.6
2020-07-23,47,5.0,,0.05,2.35
2020-07-24,55,5.0,,0.05,2.75
2020-07-25,7,5.0,,0.05,0.35000000000000003
2020-07-26,11,5.0,,0.05,0.55
2020-07-27,51,5.0,,0.05,2.5500000000000003
2020-07-28,100,5.0,,0.05,5.0
2020-07-29,81,5.0,,0.05,4.05
2020-07-30,76,5.0,,0.05,3.8000000000000003
2020-07-31,43,5.0,,0.05,2.15
2020-08-01,2,5.0,False,0.05,0.1
2020-08-02,13,5.0,,0.05,0.65
2020-08-03,20,5.0,,0.05,1.0
2020-08-04,55,5.0,,0.05,2.75
2020-08-05,66,5.0,,0.05,3.3000000000000003
2020-08-06,23,5.0,,0.05,1.1500000000000001
2020-08-07,24,5.0,,0.05,1.2000000000000002
2020-08-08,11,5.0,,0.05,0.55
2020-08-09,6,5.0,,0.05,0.30000000000000004
2020-08-10,100,5.0,,0.05,5.0
2020-08-11,64,5.0,,0.05,3.2
2020-08-12,26,5.0,,0.05,1.3
2020-08-13,23,5.0,,0.05,1.1500000000000001
2020-08-14,23,5.0,,0.05,1.1500000000000001
2020-08-15,13,5.0,,0.05,0.65
2020-08-16,6,5.0,,0.05,0.30000000000000004
2020-08-17,26,5.0,,0.05,1.3
2020-08-18,38,5.0,,0.05,1.9000000000000001
2020-08-19,38,5.0,,0.05,1.9000000000000001
2020-08-20,22,5.0,,0.05,1.1
2020-08-21,19,5.0,,0.05,0.9500000000000001
2020-08-22,11,5.0,,0.05,0.55
2020-08-23,4,5.0,,0.05,0.2
2020-08-24,23,5.0,,0.05,1.1500000000000001
2020-08-25,29,5.0,,0.05,1.4500000000000002
2020-08-26,26,5.0,,0.05,1.3
2020-08-27,23,5.0,,0.05,1.1500000000000001
2020-08-28,21,5.0,,0.05,1.05
2020-08-29,4,5.0,,0.05,0.2
2020-08-30,4,5.0,,0.05,0.2
2020-08-31,35,5.0,,0.05,1.75
2020-09-01,74,4.0,False,0.04,2.96
2020-09-02,65,4.0,,0.04,2.6
2020-09-03,47,4.0,,0.04,1.8800000000000001
2020-09-04,100,4.0,,0.04,4.0
2020-09-05,5,4.0,,0.04,0.2
2020-09-06,22,4.0,,0.04,0.88
2020-09-07,5,4.0,,0.04,0.2
2020-09-08,83,4.0,,0.04,3.3200000000000003
2020-09-09,91,4.0,,0.04,3.64
2020-09-10,59,4.0,,0.04,2.36
2020-09-11,79,4.0,,0.04,3.16
2020-09-12,16,4.0,,0.04,0.64
2020-09-13,0,4.0,,0.04,0.0
2020-09-14,48,4.0,,0.04,1.92
2020-09-15,77,4.0,,0.04,3.08
2020-09-16,91,4.0,,0.04,3.64
2020-09-17,63,4.0,,0.04,2.52
2020-09-18,75,4.0,,0.04,3.0
2020-09-19,16,4.0,,0.04,0.64
2020-09-20,10,4.0,,0.04,0.4
2020-09-21,51,4.0,,0.04,2.04
2020-09-22,85,4.0,,0.04,3.4
2020-09-23,83,4.0,,0.04,3.3200000000000003
2020-09-24,85,4.0,,0.04,3.4
2020-09-25,82,4.0,,0.04,3.2800000000000002
2020-09-26,11,4.0,,0.04,0.44
2020-09-27,11,4.0,,0.04,0.44
2020-09-28,61,4.0,,0.04,2.44
2020-09-29,56,4.0,,0.04,2.24
2020-09-30,47,4.0,,0.04,1.8800000000000001
2020-10-01,27,5.0,False,0.05,1.35
2020-10-02,27,5.0,,0.05,1.35
2020-10-03,7,5.0,,0.05,0.35000000000000003
2020-10-04,5,5.0,,0.05,0.25
2020-10-05,50,5.0,,0.05,2.5
2020-10-06,33,5.0,,0.05,1.6500000000000001
2020-10-07,31,5.0,,0.05,1.55
2020-10-08,45,5.0,,0.05,2.25
2020-10-09,100,5.0,,0.05,5.0
2020-10-10,26,5.0,,0.05,1.3
2020-10-11,8,5.0,,0.05,0.4
2020-10-12,53,5.0,,0.05,2.6500000000000004
2020-10-13,44,5.0,,0.05,2.2
2020-10-14,47,5.0,,0.05,2.35
2020-10-15,32,5.0,,0.05,1.6
2020-10-16,22,5.0,,0.05,1.1
2020-10-17,5,5.0,,0.05,0.25
2020-10-18,11,5.0,,0.05,0.55
2020-10-19,58,5.0,,0.05,2.9000000000000004
2020-10-20,50,5.0,,0.05,2.5
2020-10-21,45,5.0,,0.05,2.25
2020-10-22,35,5.0,,0.05,1.75
2020-10-23,42,5.0,,0.05,2.1
2020-10-24,8,5.0,,0.05,0.4
2020-10-25,5,5.0,,0.05,0.25
2020-10-26,35,5.0,,0.05,1.75
2020-10-27,31,5.0,,0.05,1.55
2020-10-28,39,5.0,,0.05,1.9500000000000002
2020-10-29,44,5.0,,0.05,2.2
2020-10-30,43,5.0,,0.05,2.15
2020-10-31,6,5.0,,0.05,0.30000000000000004
2020-11-01,0,11.0,False,0.11,0.0
2020-11-02,28,11.0,,0.11,3.08
2020-11-03,28,11.0,,0.11,3.08
2020-11-04,13,11.0,,0.11,1.43
2020-11-05,37,11.0,,0.11,4.07
2020-11-06,98,11.0,,0.11,10.78
2020-11-07,34,11.0,,0.11,3.74
2020-11-08,20,11.0,,0.11,2.2
2020-11-09,100,11.0,,0.11,11.0
2020-11-10,78,11.0,,0.11,8.58
2020-11-11,50,11.0,,0.11,5.5
2020-11-12,32,11.0,,0.11,3.52
2020-11-13,36,11.0,,0.11,3.96
2020-11-14,5,11.0,,0.11,0.55
2020-11-15,6,11.0,,0.11,0.66
2020-11-16,20,11.0,,0.11,2.2
2020-11-17,31,11.0,,0.11,3.41
2020-11-18,26,11.0,,0.11,2.86
2020-11-19,26,11.0,,0.11,2.86
2020-11-20,26,11.0,,0.11,2.86
2020-11-21,11,11.0,,0.11,1.21
2020-11-22,3,11.0,,0.11,0.33
2020-11-23,44,11.0,,0.11,4.84
2020-11-24,60,11.0,,0.11,6.6
2020-11-25,35,11.0,,0.11,3.85
2020-11-26,9,11.0,,0.11,0.99
2020-11-27,38,11.0,,0.11,4.18
2020-11-28,12,11.0,,0.11,1.32
2020-11-29,13,11.0,,0.11,1.43
