date,USO_unscaled,USO_monthly,isPartial,scale,USO
2018-01-02,60,20.0,,0.2,12.0
2018-01-03,76,20.0,,0.2,15.200000000000001
2018-01-04,77,20.0,,0.2,15.4
2018-01-05,52,20.0,,0.2,10.4
2018-01-06,55,20.0,,0.2,11.0
2018-01-07,54,20.0,,0.2,10.8
2018-01-08,57,20.0,,0.2,11.4
2018-01-09,61,20.0,,0.2,12.200000000000001
2018-01-10,63,20.0,,0.2,12.600000000000001
2018-01-11,61,20.0,,0.2,12.200000000000001
2018-01-12,62,20.0,,0.2,12.4
2018-01-13,54,20.0,,0.2,10.8
2018-01-14,38,20.0,,0.2,7.6000000000000005
2018-01-15,49,20.0,,0.2,9.8
2018-01-16,92,20.0,,0.2,18.400000000000002
2018-01-17,100,20.0,,0.2,20.0
2018-01-18,69,20.0,,0.2,13.8
2018-01-19,61,20.0,,0.2,12.200000000000001
2018-01-20,45,20.0,,0.2,9.0
2018-01-21,45,20.0,,0.2,9.0
2018-01-22,45,20.0,,0.2,9.0
2018-01-23,63,20.0,,0.2,12.600000000000001
2018-01-24,67,20.0,,0.2,13.4
2018-01-25,56,20.0,,0.2,11.200000000000001
2018-01-26,50,20.0,,0.2,10.0
2018-01-27,49,20.0,,0.2,9.8
2018-01-28,54,20.0,,0.2,10.8
2018-01-29,85,20.0,,0.2,17.0
2018-01-30,60,20.0,,0.2,12.0
2018-01-31,53,20.0,,0.2,10.600000000000001
2018-02-01,81,18.0,False,0.18,14.58
2018-02-02,75,18.0,,0.18,13.5
2018-02-03,80,18.0,,0.18,14.399999999999999
2018-02-04,75,18.0,,0.18,13.5
2018-02-05,68,18.0,,0.18,12.24
2018-02-06,79,18.0,,0.18,14.219999999999999
2018-02-07,100,18.0,,0.18,18.0
2018-02-08,81,18.0,,0.18,14.58
2018-02-09,67,18.0,,0.18,12.059999999999999
2018-02-10,68,18.0,,0.18,12.24
2018-02-11,83,18.0,,0.18,14.94
2018-02-12,82,18.0,,0.18,14.76
2018-02-13,79,18.0,,0.18,14.219999999999999
2018-02-14,68,18.0,,0.18,12.24
2018-02-15,73,18.0,,0.18,13.139999999999999
2018-02-16,83,18.0,,0.18,14.94
2018-02-17,63,18.0,,0.18,11.34
2018-02-18,64,18.0,,0.18,11.52
2018-02-19,70,18.0,,0.18,12.6
2018-02-20,66,18.0,,0.18,11.879999999999999
2018-02-21,72,18.0,,0.18,12.959999999999999
2018-02-22,78,18.0,,0.18,14.04
2018-02-23,67,18.0,,0.18,12.059999999999999
2018-02-24,64,18.0,,0.18,11.52
2018-02-25,73,18.0,,0.18,13.139999999999999
2018-02-26,80,18.0,,0.18,14.399999999999999
2018-02-27,62,18.0,,0.18,11.16
2018-02-28,84,18.0,,0.18,15.12
2018-03-01,83,18.0,False,0.18,14.94
2018-03-02,90,18.0,,0.18,16.2
2018-03-03,70,18.0,,0.18,12.6
2018-03-04,81,18.0,,0.18,14.58
2018-03-05,71,18.0,,0.18,12.78
2018-03-06,89,18.0,,0.18,16.02
2018-03-07,96,18.0,,0.18,17.28
2018-03-08,82,18.0,,0.18,14.76
2018-03-09,71,18.0,,0.18,12.78
2018-03-10,77,18.0,,0.18,13.86
2018-03-11,76,18.0,,0.18,13.68
2018-03-12,82,18.0,,0.18,14.76
2018-03-13,71,18.0,,0.18,12.78
2018-03-14,90,18.0,,0.18,16.2
2018-03-15,90,18.0,,0.18,16.2
2018-03-16,66,18.0,,0.18,11.879999999999999
2018-03-17,83,18.0,,0.18,14.94
2018-03-18,73,18.0,,0.18,13.139999999999999
2018-03-19,74,18.0,,0.18,13.32
2018-03-20,83,18.0,,0.18,14.94
2018-03-21,100,18.0,,0.18,18.0
2018-03-22,89,18.0,,0.18,16.02
2018-03-23,89,18.0,,0.18,16.02
2018-03-24,81,18.0,,0.18,14.58
2018-03-25,91,18.0,,0.18,16.38
2018-03-26,87,18.0,,0.18,15.66
2018-03-27,77,18.0,,0.18,13.86
2018-03-28,75,18.0,,0.18,13.5
2018-03-29,72,18.0,,0.18,12.959999999999999
2018-03-30,80,18.0,,0.18,14.399999999999999
2018-03-31,81,18.0,,0.18,14.58
2018-04-01,73,18.0,False,0.18,13.139999999999999
2018-04-02,57,18.0,,0.18,10.26
2018-04-03,70,18.0,,0.18,12.6
2018-04-04,78,18.0,,0.18,14.04
2018-04-05,70,18.0,,0.18,12.6
2018-04-06,63,18.0,,0.18,11.34
2018-04-07,77,18.0,,0.18,13.86
2018-04-08,66,18.0,,0.18,11.879999999999999
2018-04-09,100,18.0,,0.18,18.0
2018-04-10,70,18.0,,0.18,12.6
2018-04-11,67,18.0,,0.18,12.059999999999999
2018-04-12,81,18.0,,0.18,14.58
2018-04-13,66,18.0,,0.18,11.879999999999999
2018-04-14,49,18.0,,0.18,8.82
2018-04-15,72,18.0,,0.18,12.959999999999999
2018-04-16,80,18.0,,0.18,14.399999999999999
2018-04-17,69,18.0,,0.18,12.42
2018-04-18,79,18.0,,0.18,14.219999999999999
2018-04-19,74,18.0,,0.18,13.32
2018-04-20,73,18.0,,0.18,13.139999999999999
2018-04-21,63,18.0,,0.18,11.34
2018-04-22,63,18.0,,0.18,11.34
2018-04-23,69,18.0,,0.18,12.42
2018-04-24,83,18.0,,0.18,14.94
2018-04-25,74,18.0,,0.18,13.32
2018-04-26,70,18.0,,0.18,12.6
2018-04-27,67,18.0,,0.18,12.059999999999999
2018-04-28,68,18.0,,0.18,12.24
2018-04-29,72,18.0,,0.18,12.959999999999999
2018-04-30,67,18.0,,0.18,12.059999999999999
2018-05-01,68,18.0,False,0.18,12.24
2018-05-02,75,18.0,,0.18,13.5
2018-05-03,63,18.0,,0.18,11.34
2018-05-04,72,18.0,,0.18,12.959999999999999
2018-05-05,72,18.0,,0.18,12.959999999999999
2018-05-06,75,18.0,,0.18,13.5
2018-05-07,81,18.0,,0.18,14.58
2018-05-08,88,18.0,,0.18,15.84
2018-05-09,90,18.0,,0.18,16.2
2018-05-10,70,18.0,,0.18,12.6
2018-05-11,88,18.0,,0.18,15.84
2018-05-12,72,18.0,,0.18,12.959999999999999
2018-05-13,90,18.0,,0.18,16.2
2018-05-14,93,18.0,,0.18,16.74
2018-05-15,82,18.0,,0.18,14.76
2018-05-16,77,18.0,,0.18,13.86
2018-05-17,86,18.0,,0.18,15.479999999999999
2018-05-18,92,18.0,,0.18,16.56
2018-05-19,70,18.0,,0.18,12.6
2018-05-20,68,18.0,,0.18,12.24
2018-05-21,82,18.0,,0.18,14.76
2018-05-22,100,18.0,,0.18,18.0
2018-05-23,89,18.0,,0.18,16.02
2018-05-24,82,18.0,,0.18,14.76
2018-05-25,79,18.0,,0.18,14.219999999999999
2018-05-26,83,18.0,,0.18,14.94
2018-05-27,72,18.0,,0.18,12.959999999999999
2018-05-28,84,18.0,,0.18,15.12
2018-05-29,77,18.0,,0.18,13.86
2018-05-30,87,18.0,,0.18,15.66
2018-05-31,86,18.0,,0.18,15.479999999999999
2018-06-01,71,18.0,False,0.18,12.78
2018-06-02,84,18.0,,0.18,15.12
2018-06-03,91,18.0,,0.18,16.38
2018-06-04,88,18.0,,0.18,15.84
2018-06-05,94,18.0,,0.18,16.919999999999998
2018-06-06,96,18.0,,0.18,17.28
2018-06-07,92,18.0,,0.18,16.56
2018-06-08,75,18.0,,0.18,13.5
2018-06-09,89,18.0,,0.18,16.02
2018-06-10,77,18.0,,0.18,13.86
2018-06-11,78,18.0,,0.18,14.04
2018-06-12,84,18.0,,0.18,15.12
2018-06-13,78,18.0,,0.18,14.04
2018-06-14,100,18.0,,0.18,18.0
2018-06-15,89,18.0,,0.18,16.02
2018-06-16,90,18.0,,0.18,16.2
2018-06-17,72,18.0,,0.18,12.959999999999999
2018-06-18,80,18.0,,0.18,14.399999999999999
2018-06-19,79,18.0,,0.18,14.219999999999999
2018-06-20,83,18.0,,0.18,14.94
2018-06-21,84,18.0,,0.18,15.12
2018-06-22,83,18.0,,0.18,14.94
2018-06-23,75,18.0,,0.18,13.5
2018-06-24,82,18.0,,0.18,14.76
2018-06-25,88,18.0,,0.18,15.84
2018-06-26,86,18.0,,0.18,15.479999999999999
2018-06-27,92,18.0,,0.18,16.56
2018-06-28,92,18.0,,0.18,16.56
2018-06-29,96,18.0,,0.18,17.28
2018-06-30,80,18.0,,0.18,14.399999999999999
2018-07-01,78,18.0,False,0.18,14.04
2018-07-02,82,18.0,,0.18,14.76
2018-07-03,89,18.0,,0.18,16.02
2018-07-04,100,18.0,,0.18,18.0
2018-07-05,93,18.0,,0.18,16.74
2018-07-06,75,18.0,,0.18,13.5
2018-07-07,80,18.0,,0.18,14.399999999999999
2018-07-08,70,18.0,,0.18,12.6
2018-07-09,84,18.0,,0.18,15.12
2018-07-10,97,18.0,,0.18,17.46
2018-07-11,83,18.0,,0.18,14.94
2018-07-12,89,18.0,,0.18,16.02
2018-07-13,86,18.0,,0.18,15.479999999999999
2018-07-14,74,18.0,,0.18,13.32
2018-07-15,91,18.0,,0.18,16.38
2018-07-16,70,18.0,,0.18,12.6
2018-07-17,86,18.0,,0.18,15.479999999999999
2018-07-18,76,18.0,,0.18,13.68
2018-07-19,75,18.0,,0.18,13.5
2018-07-20,82,18.0,,0.18,14.76
2018-07-21,87,18.0,,0.18,15.66
2018-07-22,75,18.0,,0.18,13.5
2018-07-23,95,18.0,,0.18,17.099999999999998
2018-07-24,93,18.0,,0.18,16.74
2018-07-25,91,18.0,,0.18,16.38
2018-07-26,98,18.0,,0.18,17.64
2018-07-27,74,18.0,,0.18,13.32
2018-07-28,96,18.0,,0.18,17.28
2018-07-29,71,18.0,,0.18,12.78
2018-07-30,96,18.0,,0.18,17.28
2018-07-31,77,18.0,,0.18,13.86
2018-08-01,96,18.0,False,0.18,17.28
2018-08-02,76,18.0,,0.18,13.68
2018-08-03,75,18.0,,0.18,13.5
2018-08-04,79,18.0,,0.18,14.219999999999999
2018-08-05,77,18.0,,0.18,13.86
2018-08-06,87,18.0,,0.18,15.66
2018-08-07,83,18.0,,0.18,14.94
2018-08-08,69,18.0,,0.18,12.42
2018-08-09,78,18.0,,0.18,14.04
2018-08-10,69,18.0,,0.18,12.42
2018-08-11,66,18.0,,0.18,11.879999999999999
2018-08-12,81,18.0,,0.18,14.58
2018-08-13,100,18.0,,0.18,18.0
2018-08-14,76,18.0,,0.18,13.68
2018-08-15,64,18.0,,0.18,11.52
2018-08-16,79,18.0,,0.18,14.219999999999999
2018-08-17,77,18.0,,0.18,13.86
2018-08-18,70,18.0,,0.18,12.6
2018-08-19,72,18.0,,0.18,12.959999999999999
2018-08-20,78,18.0,,0.18,14.04
2018-08-21,72,18.0,,0.18,12.959999999999999
2018-08-22,77,18.0,,0.18,13.86
2018-08-23,74,18.0,,0.18,13.32
2018-08-24,75,18.0,,0.18,13.5
2018-08-25,69,18.0,,0.18,12.42
2018-08-26,67,18.0,,0.18,12.059999999999999
2018-08-27,71,18.0,,0.18,12.78
2018-08-28,77,18.0,,0.18,13.86
2018-08-29,86,18.0,,0.18,15.479999999999999
2018-08-30,78,18.0,,0.18,14.04
2018-08-31,78,18.0,,0.18,14.04
2018-09-01,81,18.0,False,0.18,14.58
2018-09-02,64,18.0,,0.18,11.52
2018-09-03,76,18.0,,0.18,13.68
2018-09-04,76,18.0,,0.18,13.68
2018-09-05,66,18.0,,0.18,11.879999999999999
2018-09-06,79,18.0,,0.18,14.219999999999999
2018-09-07,59,18.0,,0.18,10.62
2018-09-08,69,18.0,,0.18,12.42
2018-09-09,67,18.0,,0.18,12.059999999999999
2018-09-10,84,18.0,,0.18,15.12
2018-09-11,82,18.0,,0.18,14.76
2018-09-12,80,18.0,,0.18,14.399999999999999
2018-09-13,84,18.0,,0.18,15.12
2018-09-14,66,18.0,,0.18,11.879999999999999
2018-09-15,69,18.0,,0.18,12.42
2018-09-16,87,18.0,,0.18,15.66
2018-09-17,91,18.0,,0.18,16.38
2018-09-18,86,18.0,,0.18,15.479999999999999
2018-09-19,78,18.0,,0.18,14.04
2018-09-20,80,18.0,,0.18,14.399999999999999
2018-09-21,76,18.0,,0.18,13.68
2018-09-22,93,18.0,,0.18,16.74
2018-09-23,68,18.0,,0.18,12.24
2018-09-24,81,18.0,,0.18,14.58
2018-09-25,100,18.0,,0.18,18.0
2018-09-26,91,18.0,,0.18,16.38
2018-09-27,75,18.0,,0.18,13.5
2018-09-28,74,18.0,,0.18,13.32
2018-09-29,66,18.0,,0.18,11.879999999999999
2018-09-30,64,18.0,,0.18,11.52
2018-10-01,92,18.0,False,0.18,16.56
2018-10-02,89,18.0,,0.18,16.02
2018-10-03,74,18.0,,0.18,13.32
2018-10-04,96,18.0,,0.18,17.28
2018-10-05,71,18.0,,0.18,12.78
2018-10-06,72,18.0,,0.18,12.959999999999999
2018-10-07,67,18.0,,0.18,12.059999999999999
2018-10-08,80,18.0,,0.18,14.399999999999999
2018-10-09,90,18.0,,0.18,16.2
2018-10-10,73,18.0,,0.18,13.139999999999999
2018-10-11,90,18.0,,0.18,16.2
2018-10-12,75,18.0,,0.18,13.5
2018-10-13,62,18.0,,0.18,11.16
2018-10-14,75,18.0,,0.18,13.5
2018-10-15,98,18.0,,0.18,17.64
2018-10-16,83,18.0,,0.18,14.94
2018-10-17,97,18.0,,0.18,17.46
2018-10-18,97,18.0,,0.18,17.46
2018-10-19,96,18.0,,0.18,17.28
2018-10-20,67,18.0,,0.18,12.059999999999999
2018-10-21,73,18.0,,0.18,13.139999999999999
2018-10-22,89,18.0,,0.18,16.02
2018-10-23,100,18.0,,0.18,18.0
2018-10-24,98,18.0,,0.18,17.64
2018-10-25,87,18.0,,0.18,15.66
2018-10-26,70,18.0,,0.18,12.6
2018-10-27,79,18.0,,0.18,14.219999999999999
2018-10-28,66,18.0,,0.18,11.879999999999999
2018-10-29,75,18.0,,0.18,13.5
2018-10-30,75,18.0,,0.18,13.5
2018-10-31,81,18.0,,0.18,14.58
2018-11-01,65,20.0,False,0.2,13.0
2018-11-02,61,20.0,,0.2,12.200000000000001
2018-11-03,68,20.0,,0.2,13.600000000000001
2018-11-04,80,20.0,,0.2,16.0
2018-11-05,66,20.0,,0.2,13.200000000000001
2018-11-06,76,20.0,,0.2,15.200000000000001
2018-11-07,73,20.0,,0.2,14.600000000000001
2018-11-08,73,20.0,,0.2,14.600000000000001
2018-11-09,80,20.0,,0.2,16.0
2018-11-10,68,20.0,,0.2,13.600000000000001
2018-11-11,77,20.0,,0.2,15.4
2018-11-12,100,20.0,,0.2,20.0
2018-11-13,80,20.0,,0.2,16.0
2018-11-14,99,20.0,,0.2,19.8
2018-11-15,81,20.0,,0.2,16.2
2018-11-16,77,20.0,,0.2,15.4
2018-11-17,47,20.0,,0.2,9.4
2018-11-18,55,20.0,,0.2,11.0
2018-11-19,87,20.0,,0.2,17.400000000000002
2018-11-20,80,20.0,,0.2,16.0
2018-11-21,80,20.0,,0.2,16.0
2018-11-22,66,20.0,,0.2,13.200000000000001
2018-11-23,68,20.0,,0.2,13.600000000000001
2018-11-24,51,20.0,,0.2,10.200000000000001
2018-11-25,59,20.0,,0.2,11.8
2018-11-26,72,20.0,,0.2,14.4
2018-11-27,81,20.0,,0.2,16.2
2018-11-28,79,20.0,,0.2,15.8
2018-11-29,64,20.0,,0.2,12.8
2018-11-30,79,20.0,,0.2,15.8
2018-12-01,65,19.0,False,0.19,12.35
2018-12-02,61,19.0,,0.19,11.59
2018-12-03,80,19.0,,0.19,15.2
2018-12-04,77,19.0,,0.19,14.63
2018-12-05,84,19.0,,0.19,15.96
2018-12-06,78,19.0,,0.19,14.82
2018-12-07,80,19.0,,0.19,15.2
2018-12-08,70,19.0,,0.19,13.3
2018-12-09,66,19.0,,0.19,12.540000000000001
2018-12-10,74,19.0,,0.19,14.06
2018-12-11,77,19.0,,0.19,14.63
2018-12-12,89,19.0,,0.19,16.91
2018-12-13,70,19.0,,0.19,13.3
2018-12-14,80,19.0,,0.19,15.2
2018-12-15,71,19.0,,0.19,13.49
2018-12-16,57,19.0,,0.19,10.83
2018-12-17,99,19.0,,0.19,18.81
2018-12-18,100,19.0,,0.19,19.0
2018-12-19,90,19.0,,0.19,17.1
2018-12-20,99,19.0,,0.19,18.81
2018-12-21,81,19.0,,0.19,15.39
2018-12-22,80,19.0,,0.19,15.2
2018-12-23,70,19.0,,0.19,13.3
2018-12-24,69,19.0,,0.19,13.11
2018-12-25,59,19.0,,0.19,11.21
2018-12-26,87,19.0,,0.19,16.53
2018-12-27,84,19.0,,0.19,15.96
2018-12-28,72,19.0,,0.19,13.68
2018-12-29,73,19.0,,0.19,13.870000000000001
2018-12-30,50,19.0,,0.19,9.5
2018-12-31,80,19.0,,0.19,15.2
2019-01-01,50,18.0,False,0.18,9.0
2019-01-02,80,18.0,,0.18,14.399999999999999
2019-01-03,80,18.0,,0.18,14.399999999999999
2019-01-04,89,18.0,,0.18,16.02
2019-01-05,73,18.0,,0.18,13.139999999999999
2019-01-06,69,18.0,,0.18,12.42
2019-01-07,71,18.0,,0.18,12.78
2019-01-08,78,18.0,,0.18,14.04
2019-01-09,100,18.0,,0.18,18.0
2019-01-10,75,18.0,,0.18,13.5
2019-01-11,72,18.0,,0.18,12.959999999999999
2019-01-12,69,18.0,,0.18,12.42
2019-01-13,68,18.0,,0.18,12.24
2019-01-14,71,18.0,,0.18,12.78
2019-01-15,65,18.0,,0.18,11.7
2019-01-16,93,18.0,,0.18,16.74
2019-01-17,83,18.0,,0.18,14.94
2019-01-18,85,18.0,,0.18,15.299999999999999
2019-01-19,64,18.0,,0.18,11.52
2019-01-20,62,18.0,,0.18,11.16
2019-01-21,67,18.0,,0.18,12.059999999999999
2019-01-22,67,18.0,,0.18,12.059999999999999
2019-01-23,74,18.0,,0.18,13.32
2019-01-24,73,18.0,,0.18,13.139999999999999
2019-01-25,54,18.0,,0.18,9.719999999999999
2019-01-26,61,18.0,,0.18,10.98
2019-01-27,56,18.0,,0.18,10.08
2019-01-28,60,18.0,,0.18,10.799999999999999
2019-01-29,71,18.0,,0.18,12.78
2019-01-30,74,18.0,,0.18,13.32
2019-01-31,70,18.0,,0.18,12.6
2019-02-01,33,21.0,False,0.21,6.93
2019-02-02,29,21.0,,0.21,6.09
2019-02-03,31,21.0,,0.21,6.51
2019-02-04,34,21.0,,0.21,7.14
2019-02-05,33,21.0,,0.21,6.93
2019-02-06,26,21.0,,0.21,5.46
2019-02-07,31,21.0,,0.21,6.51
2019-02-08,34,21.0,,0.21,7.14
2019-02-09,34,21.0,,0.21,7.14
2019-02-10,23,21.0,,0.21,4.83
2019-02-11,29,21.0,,0.21,6.09
2019-02-12,26,21.0,,0.21,5.46
2019-02-13,41,21.0,,0.21,8.61
2019-02-14,64,21.0,,0.21,13.44
2019-02-15,100,21.0,,0.21,21.0
2019-02-16,55,21.0,,0.21,11.549999999999999
2019-02-17,49,21.0,,0.21,10.29
2019-02-18,61,21.0,,0.21,12.809999999999999
2019-02-19,36,21.0,,0.21,7.56
2019-02-20,35,21.0,,0.21,7.35
2019-02-21,35,21.0,,0.21,7.35
2019-02-22,34,21.0,,0.21,7.14
2019-02-23,32,21.0,,0.21,6.72
2019-02-24,33,21.0,,0.21,6.93
2019-02-25,31,21.0,,0.21,6.51
2019-02-26,35,21.0,,0.21,7.35
2019-02-27,34,21.0,,0.21,7.14
2019-02-28,34,21.0,,0.21,7.14
2019-03-01,100,18.0,False,0.18,18.0
2019-03-02,74,18.0,,0.18,13.32
2019-03-03,76,18.0,,0.18,13.68
2019-03-04,83,18.0,,0.18,14.94
2019-03-05,89,18.0,,0.18,16.02
2019-03-06,82,18.0,,0.18,14.76
2019-03-07,80,18.0,,0.18,14.399999999999999
2019-03-08,74,18.0,,0.18,13.32
2019-03-09,83,18.0,,0.18,14.94
2019-03-10,90,18.0,,0.18,16.2
2019-03-11,92,18.0,,0.18,16.56
2019-03-12,92,18.0,,0.18,16.56
2019-03-13,96,18.0,,0.18,17.28
2019-03-14,79,18.0,,0.18,14.219999999999999
2019-03-15,82,18.0,,0.18,14.76
2019-03-16,83,18.0,,0.18,14.94
2019-03-17,94,18.0,,0.18,16.919999999999998
2019-03-18,87,18.0,,0.18,15.66
2019-03-19,83,18.0,,0.18,14.94
2019-03-20,81,18.0,,0.18,14.58
2019-03-21,84,18.0,,0.18,15.12
2019-03-22,75,18.0,,0.18,13.5
2019-03-23,100,18.0,,0.18,18.0
2019-03-24,90,18.0,,0.18,16.2
2019-03-25,82,18.0,,0.18,14.76
2019-03-26,82,18.0,,0.18,14.76
2019-03-27,93,18.0,,0.18,16.74
2019-03-28,80,18.0,,0.18,14.399999999999999
2019-03-29,88,18.0,,0.18,15.84
2019-03-30,71,18.0,,0.18,12.78
2019-03-31,95,18.0,,0.18,17.099999999999998
2019-04-01,63,18.0,False,0.18,11.34
2019-04-02,65,18.0,,0.18,11.7
2019-04-03,80,18.0,,0.18,14.399999999999999
2019-04-04,75,18.0,,0.18,13.5
2019-04-05,74,18.0,,0.18,13.32
2019-04-06,65,18.0,,0.18,11.7
2019-04-07,81,18.0,,0.18,14.58
2019-04-08,100,18.0,,0.18,18.0
2019-04-09,72,18.0,,0.18,12.959999999999999
2019-04-10,71,18.0,,0.18,12.78
2019-04-11,79,18.0,,0.18,14.219999999999999
2019-04-12,67,18.0,,0.18,12.059999999999999
2019-04-13,56,18.0,,0.18,10.08
2019-04-14,74,18.0,,0.18,13.32
2019-04-15,73,18.0,,0.18,13.139999999999999
2019-04-16,77,18.0,,0.18,13.86
2019-04-17,75,18.0,,0.18,13.5
2019-04-18,69,18.0,,0.18,12.42
2019-04-19,70,18.0,,0.18,12.6
2019-04-20,73,18.0,,0.18,13.139999999999999
2019-04-21,66,18.0,,0.18,11.879999999999999
2019-04-22,88,18.0,,0.18,15.84
2019-04-23,84,18.0,,0.18,15.12
2019-04-24,65,18.0,,0.18,11.7
2019-04-25,78,18.0,,0.18,14.04
2019-04-26,74,18.0,,0.18,13.32
2019-04-27,86,18.0,,0.18,15.479999999999999
2019-04-28,65,18.0,,0.18,11.7
2019-04-29,86,18.0,,0.18,15.479999999999999
2019-04-30,80,18.0,,0.18,14.399999999999999
2019-05-01,83,18.0,False,0.18,14.94
2019-05-02,68,18.0,,0.18,12.24
2019-05-03,86,18.0,,0.18,15.479999999999999
2019-05-04,79,18.0,,0.18,14.219999999999999
2019-05-05,72,18.0,,0.18,12.959999999999999
2019-05-06,75,18.0,,0.18,13.5
2019-05-07,79,18.0,,0.18,14.219999999999999
2019-05-08,83,18.0,,0.18,14.94
2019-05-09,75,18.0,,0.18,13.5
2019-05-10,71,18.0,,0.18,12.78
2019-05-11,75,18.0,,0.18,13.5
2019-05-12,69,18.0,,0.18,12.42
2019-05-13,66,18.0,,0.18,11.879999999999999
2019-05-14,78,18.0,,0.18,14.04
2019-05-15,74,18.0,,0.18,13.32
2019-05-16,66,18.0,,0.18,11.879999999999999
2019-05-17,85,18.0,,0.18,15.299999999999999
2019-05-18,59,18.0,,0.18,10.62
2019-05-19,84,18.0,,0.18,15.12
2019-05-20,74,18.0,,0.18,13.32
2019-05-21,98,18.0,,0.18,17.64
2019-05-22,87,18.0,,0.18,15.66
2019-05-23,94,18.0,,0.18,16.919999999999998
2019-05-24,82,18.0,,0.18,14.76
2019-05-25,73,18.0,,0.18,13.139999999999999
2019-05-26,84,18.0,,0.18,15.12
2019-05-27,71,18.0,,0.18,12.78
2019-05-28,100,18.0,,0.18,18.0
2019-05-29,71,18.0,,0.18,12.78
2019-05-30,73,18.0,,0.18,13.139999999999999
2019-05-31,77,18.0,,0.18,13.86
2019-06-01,65,18.0,False,0.18,11.7
2019-06-02,73,18.0,,0.18,13.139999999999999
2019-06-03,75,18.0,,0.18,13.5
2019-06-04,77,18.0,,0.18,13.86
2019-06-05,85,18.0,,0.18,15.299999999999999
2019-06-06,96,18.0,,0.18,17.28
2019-06-07,89,18.0,,0.18,16.02
2019-06-08,92,18.0,,0.18,16.56
2019-06-09,66,18.0,,0.18,11.879999999999999
2019-06-10,86,18.0,,0.18,15.479999999999999
2019-06-11,80,18.0,,0.18,14.399999999999999
2019-06-12,90,18.0,,0.18,16.2
2019-06-13,94,18.0,,0.18,16.919999999999998
2019-06-14,98,18.0,,0.18,17.64
2019-06-15,67,18.0,,0.18,12.059999999999999
2019-06-16,67,18.0,,0.18,12.059999999999999
2019-06-17,100,18.0,,0.18,18.0
2019-06-18,97,18.0,,0.18,17.46
2019-06-19,83,18.0,,0.18,14.94
2019-06-20,99,18.0,,0.18,17.82
2019-06-21,89,18.0,,0.18,16.02
2019-06-22,74,18.0,,0.18,13.32
2019-06-23,84,18.0,,0.18,15.12
2019-06-24,87,18.0,,0.18,15.66
2019-06-25,93,18.0,,0.18,16.74
2019-06-26,76,18.0,,0.18,13.68
2019-06-27,77,18.0,,0.18,13.86
2019-06-28,69,18.0,,0.18,12.42
2019-06-29,72,18.0,,0.18,12.959999999999999
2019-06-30,59,18.0,,0.18,10.62
2019-07-01,38,20.0,False,0.2,7.6000000000000005
2019-07-02,42,20.0,,0.2,8.4
2019-07-03,60,20.0,,0.2,12.0
2019-07-04,47,20.0,,0.2,9.4
2019-07-05,46,20.0,,0.2,9.200000000000001
2019-07-06,39,20.0,,0.2,7.800000000000001
2019-07-07,44,20.0,,0.2,8.8
2019-07-08,53,20.0,,0.2,10.600000000000001
2019-07-09,52,20.0,,0.2,10.4
2019-07-10,48,20.0,,0.2,9.600000000000001
2019-07-11,47,20.0,,0.2,9.4
2019-07-12,56,20.0,,0.2,11.200000000000001
2019-07-13,57,20.0,,0.2,11.4
2019-07-14,55,20.0,,0.2,11.0
2019-07-15,50,20.0,,0.2,10.0
2019-07-16,42,20.0,,0.2,8.4
2019-07-17,36,20.0,,0.2,7.2
2019-07-18,56,20.0,,0.2,11.200000000000001
2019-07-19,58,20.0,,0.2,11.600000000000001
2019-07-20,48,20.0,,0.2,9.600000000000001
2019-07-21,43,20.0,,0.2,8.6
2019-07-22,52,20.0,,0.2,10.4
2019-07-23,71,20.0,,0.2,14.200000000000001
2019-07-24,49,20.0,,0.2,9.8
2019-07-25,100,20.0,,0.2,20.0
2019-07-26,95,20.0,,0.2,19.0
2019-07-27,59,20.0,,0.2,11.8
2019-07-28,56,20.0,,0.2,11.200000000000001
2019-07-29,55,20.0,,0.2,11.0
2019-07-30,71,20.0,,0.2,14.200000000000001
2019-07-31,46,20.0,,0.2,9.200000000000001
2019-08-01,87,18.0,False,0.18,15.66
2019-08-02,100,18.0,,0.18,18.0
2019-08-03,98,18.0,,0.18,17.64
2019-08-04,82,18.0,,0.18,14.76
2019-08-05,88,18.0,,0.18,15.84
2019-08-06,83,18.0,,0.18,14.94
2019-08-07,96,18.0,,0.18,17.28
2019-08-08,84,18.0,,0.18,15.12
2019-08-09,78,18.0,,0.18,14.04
2019-08-10,76,18.0,,0.18,13.68
2019-08-11,80,18.0,,0.18,14.399999999999999
2019-08-12,89,18.0,,0.18,16.02
2019-08-13,85,18.0,,0.18,15.299999999999999
2019-08-14,73,18.0,,0.18,13.139999999999999
2019-08-15,94,18.0,,0.18,16.919999999999998
2019-08-16,74,18.0,,0.18,13.32
2019-08-17,71,18.0,,0.18,12.78
2019-08-18,78,18.0,,0.18,14.04
2019-08-19,74,18.0,,0.18,13.32
2019-08-20,72,18.0,,0.18,12.959999999999999
2019-08-21,83,18.0,,0.18,14.94
2019-08-22,67,18.0,,0.18,12.059999999999999
2019-08-23,72,18.0,,0.18,12.959999999999999
2019-08-24,76,18.0,,0.18,13.68
2019-08-25,67,18.0,,0.18,12.059999999999999
2019-08-26,83,18.0,,0.18,14.94
2019-08-27,73,18.0,,0.18,13.139999999999999
2019-08-28,73,18.0,,0.18,13.139999999999999
2019-08-29,82,18.0,,0.18,14.76
